age,job_type,marital_status,education,has_credit_in_default,housing_loan,personal_loan,communication_type,last_contact_month,last_contact_day_of_week,last_contact_duration_secs,previous_campaign_outcome,previous_campaign_num_contacts,current_campaign_num_contacts,current_campaign_subscribed
44,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,thu,404,nonexistent,0,1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,156,nonexistent,0,1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,240,nonexistent,0,1,no
43,services,married,high.school,no,no,no,cellular,apr,thu,60,failure,1,1,no
36,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,403,nonexistent,0,1,no
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,114,failure,1,1,no
42,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,35,nonexistent,0,1,no
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,188,failure,1,1,no
45,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,thu,618,nonexistent,0,1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,528,nonexistent,0,1,no
54,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,104,failure,1,1,no
27,blue-collar,single,basic.4y,no,no,no,cellular,apr,thu,622,nonexistent,0,1,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,583,success,1,1,yes
44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,18,failure,1,3,no
24,management,single,university.degree,no,yes,no,cellular,apr,thu,91,nonexistent,0,1,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,743,nonexistent,0,1,no
40,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,283,nonexistent,0,1,no
44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,172,nonexistent,0,2,no
31,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,39,failure,1,1,no
52,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,474,nonexistent,0,2,no
29,admin.,single,high.school,no,yes,no,cellular,apr,thu,275,nonexistent,0,1,no
32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,361,failure,1,1,no
24,management,single,university.degree,no,yes,no,cellular,apr,thu,124,nonexistent,0,1,no
44,blue-collar,married,high.school,unknown,yes,no,cellular,apr,thu,253,failure,1,1,no
29,blue-collar,single,basic.9y,no,unknown,unknown,cellular,apr,thu,350,failure,1,1,no
46,technician,married,professional.course,no,yes,no,cellular,apr,thu,309,failure,1,1,no
54,management,married,university.degree,no,no,no,cellular,apr,thu,339,nonexistent,0,1,no
26,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,77,nonexistent,0,3,no
37,admin.,married,university.degree,no,no,no,cellular,apr,thu,58,nonexistent,0,3,no
40,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,thu,125,nonexistent,0,2,no
35,admin.,married,professional.course,no,no,yes,cellular,apr,thu,34,nonexistent,0,1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,191,failure,1,2,no
45,services,divorced,basic.4y,no,no,yes,cellular,apr,thu,1579,failure,1,1,yes
40,services,married,high.school,no,yes,no,cellular,apr,thu,228,nonexistent,0,2,no
41,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,316,failure,1,1,no
43,management,married,unknown,unknown,no,no,cellular,apr,thu,177,nonexistent,0,1,no
43,management,married,unknown,unknown,no,yes,cellular,apr,thu,35,nonexistent,0,1,no
32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,495,nonexistent,0,1,yes
51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,thu,150,nonexistent,0,1,no
37,admin.,single,high.school,no,no,no,cellular,apr,thu,617,failure,1,1,no
35,admin.,single,high.school,no,yes,no,cellular,apr,thu,352,nonexistent,0,1,no
37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,211,nonexistent,0,1,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,99,failure,1,1,no
59,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,177,nonexistent,0,1,no
38,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,thu,137,nonexistent,0,1,no
39,blue-collar,married,unknown,unknown,no,no,cellular,apr,thu,156,success,1,1,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,268,failure,1,1,no
31,technician,single,professional.course,no,yes,no,cellular,apr,thu,270,failure,1,1,no
56,admin.,married,basic.9y,no,no,no,cellular,apr,thu,94,nonexistent,0,1,no
38,technician,married,professional.course,no,yes,no,cellular,apr,thu,54,nonexistent,0,1,no
32,admin.,single,university.degree,no,no,no,cellular,apr,thu,670,nonexistent,0,1,no
47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,nonexistent,0,1,yes
46,self-employed,divorced,basic.9y,no,yes,yes,cellular,apr,thu,168,nonexistent,0,1,no
47,admin.,single,high.school,no,yes,yes,cellular,apr,thu,1122,nonexistent,0,1,no
55,management,married,basic.4y,unknown,no,no,cellular,apr,thu,98,nonexistent,0,1,no
43,management,married,unknown,unknown,no,no,cellular,apr,thu,75,nonexistent,0,2,no
26,admin.,single,university.degree,no,unknown,unknown,cellular,apr,thu,176,nonexistent,0,1,no
36,blue-collar,married,unknown,no,yes,yes,cellular,apr,thu,90,failure,1,1,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,172,nonexistent,0,1,no
41,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,884,failure,1,1,no
29,admin.,single,university.degree,no,no,no,cellular,apr,thu,298,nonexistent,0,4,yes
69,retired,married,unknown,no,no,no,cellular,apr,thu,117,nonexistent,0,1,no
36,blue-collar,married,unknown,no,no,no,cellular,apr,thu,1174,nonexistent,0,1,yes
27,admin.,single,high.school,no,no,no,cellular,apr,thu,229,nonexistent,0,1,no
27,admin.,single,high.school,no,no,no,cellular,apr,thu,284,failure,1,1,no
44,blue-collar,married,basic.6y,no,yes,no,telephone,apr,thu,272,failure,1,2,no
19,student,single,basic.9y,no,no,no,cellular,apr,thu,165,nonexistent,0,3,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,244,nonexistent,0,1,no
70,retired,married,unknown,no,yes,no,cellular,apr,thu,346,nonexistent,0,2,yes
47,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,150,nonexistent,0,1,no
20,student,single,high.school,no,yes,no,telephone,apr,thu,80,nonexistent,0,1,no
31,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,126,failure,2,2,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,693,nonexistent,0,2,no
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,apr,thu,129,nonexistent,0,1,no
32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,83,nonexistent,0,1,no
38,services,married,high.school,no,yes,no,cellular,apr,thu,144,nonexistent,0,1,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,257,failure,1,2,no
50,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1463,nonexistent,0,2,yes
42,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,thu,76,nonexistent,0,3,no
33,technician,married,professional.course,no,no,no,cellular,apr,thu,285,nonexistent,0,1,yes
37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,218,failure,1,1,no
34,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,570,nonexistent,0,2,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,174,failure,2,2,no
29,blue-collar,single,basic.9y,no,unknown,unknown,cellular,apr,thu,462,nonexistent,0,1,no
26,student,single,university.degree,no,yes,no,cellular,apr,thu,76,nonexistent,0,4,no
45,entrepreneur,married,basic.4y,unknown,no,no,cellular,apr,thu,281,nonexistent,0,1,no
37,admin.,married,professional.course,no,yes,no,cellular,apr,thu,1087,failure,1,2,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,178,nonexistent,0,1,no
33,technician,married,professional.course,no,no,yes,cellular,apr,thu,667,nonexistent,0,1,yes
37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,62,failure,1,1,no
29,admin.,divorced,basic.9y,no,yes,no,cellular,apr,thu,114,nonexistent,0,4,no
41,services,married,high.school,no,yes,no,cellular,apr,thu,60,nonexistent,0,2,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,563,nonexistent,0,1,no
35,unemployed,married,professional.course,no,yes,no,cellular,apr,thu,79,nonexistent,0,1,no
53,services,divorced,high.school,unknown,yes,no,cellular,apr,thu,198,nonexistent,0,1,no
38,admin.,married,high.school,no,yes,no,cellular,apr,thu,118,failure,1,2,no
27,admin.,single,high.school,no,no,no,cellular,apr,thu,314,failure,1,2,no
28,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,thu,241,nonexistent,0,1,no
53,services,divorced,high.school,unknown,no,yes,cellular,apr,thu,653,nonexistent,0,1,no
59,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,66,failure,1,1,no
40,management,married,basic.6y,no,yes,no,cellular,apr,thu,77,failure,1,1,no
24,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,178,nonexistent,0,1,no
24,admin.,single,university.degree,no,yes,no,cellular,apr,thu,127,nonexistent,0,1,yes
33,services,single,basic.9y,no,yes,no,cellular,apr,thu,483,nonexistent,0,2,no
33,admin.,single,university.degree,no,yes,no,cellular,apr,thu,308,nonexistent,0,1,no
49,management,married,university.degree,no,no,no,cellular,apr,thu,289,failure,1,1,no
49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,nonexistent,0,1,no
34,technician,married,university.degree,no,yes,yes,cellular,apr,thu,168,nonexistent,0,1,no
32,technician,married,university.degree,no,no,no,telephone,apr,thu,130,nonexistent,0,1,no
70,retired,married,unknown,no,yes,yes,cellular,apr,thu,96,nonexistent,0,1,no
34,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,249,nonexistent,0,2,no
24,admin.,single,university.degree,no,yes,no,telephone,apr,thu,100,nonexistent,0,1,no
29,services,single,basic.9y,unknown,yes,no,cellular,apr,thu,105,nonexistent,0,2,no
30,admin.,single,high.school,no,no,no,cellular,apr,thu,75,nonexistent,0,1,no
56,services,divorced,high.school,unknown,yes,no,cellular,apr,thu,144,nonexistent,0,2,no
46,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,357,nonexistent,0,2,no
46,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,thu,285,nonexistent,0,5,no
37,admin.,married,professional.course,no,yes,yes,cellular,apr,thu,700,nonexistent,0,5,yes
45,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,257,failure,1,2,no
39,admin.,married,high.school,no,yes,no,cellular,apr,thu,487,nonexistent,0,3,no
48,services,divorced,high.school,unknown,no,no,cellular,apr,thu,235,failure,1,2,no
41,services,single,university.degree,no,no,no,cellular,apr,thu,290,nonexistent,0,2,no
31,admin.,married,high.school,no,no,no,cellular,apr,thu,125,nonexistent,0,2,no
50,unemployed,married,basic.4y,unknown,yes,no,cellular,apr,thu,241,failure,1,2,no
55,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,772,nonexistent,0,4,no
32,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,657,nonexistent,0,4,no
29,admin.,single,high.school,no,yes,yes,cellular,apr,thu,123,success,1,3,no
37,entrepreneur,married,professional.course,no,no,no,cellular,apr,thu,255,nonexistent,0,2,no
46,technician,married,university.degree,no,yes,no,cellular,apr,thu,375,nonexistent,0,2,no
32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,386,nonexistent,0,2,no
53,management,married,high.school,no,yes,no,cellular,apr,thu,280,failure,1,2,no
32,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,772,failure,1,2,no
42,admin.,divorced,high.school,no,no,no,cellular,apr,thu,380,nonexistent,0,3,no
38,admin.,married,high.school,no,yes,no,cellular,apr,thu,302,failure,1,2,no
47,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,399,failure,1,2,no
46,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,thu,453,nonexistent,0,2,no
45,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,567,nonexistent,0,2,no
40,services,single,high.school,no,yes,no,cellular,apr,thu,91,failure,1,2,no
37,technician,single,high.school,no,yes,no,cellular,apr,thu,44,nonexistent,0,2,no
24,management,single,university.degree,no,no,no,cellular,apr,thu,640,nonexistent,0,2,no
38,services,married,basic.9y,no,yes,no,cellular,apr,thu,417,nonexistent,0,2,no
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1365,failure,1,2,yes
40,admin.,divorced,university.degree,no,yes,no,cellular,apr,thu,194,nonexistent,0,2,no
31,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,176,nonexistent,0,3,no
28,technician,single,professional.course,no,unknown,unknown,cellular,apr,thu,71,failure,1,2,no
37,technician,single,high.school,no,yes,no,telephone,apr,thu,63,failure,2,2,no
39,admin.,divorced,high.school,no,yes,yes,cellular,apr,thu,433,nonexistent,0,2,no
42,entrepreneur,married,basic.9y,no,no,yes,cellular,apr,thu,127,nonexistent,0,2,no
52,retired,married,basic.4y,unknown,yes,yes,cellular,apr,thu,449,nonexistent,0,2,no
32,services,single,high.school,no,no,no,cellular,apr,thu,472,nonexistent,0,2,no
39,services,single,high.school,no,yes,no,cellular,apr,thu,1007,failure,1,3,no
33,technician,married,professional.course,no,no,yes,cellular,apr,thu,383,failure,1,3,no
41,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,256,failure,1,3,no
36,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,668,failure,1,3,no
36,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,211,nonexistent,0,2,no
24,blue-collar,married,professional.course,unknown,no,no,cellular,apr,thu,348,nonexistent,0,2,no
44,admin.,married,high.school,no,no,no,cellular,apr,thu,792,nonexistent,0,2,no
41,blue-collar,married,high.school,no,no,yes,telephone,apr,thu,55,nonexistent,0,2,no
47,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,282,nonexistent,0,2,no
27,admin.,single,high.school,no,no,no,telephone,apr,thu,198,nonexistent,0,3,no
31,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,104,failure,1,1,no
45,technician,single,professional.course,no,no,no,cellular,apr,thu,370,failure,1,3,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1285,failure,1,2,no
28,technician,single,high.school,no,yes,yes,cellular,apr,thu,48,failure,1,4,no
41,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,thu,316,nonexistent,0,2,no
38,technician,divorced,high.school,no,yes,yes,cellular,apr,thu,279,failure,1,3,no
33,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,225,success,1,1,no
56,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,299,nonexistent,0,2,yes
47,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,193,nonexistent,0,1,no
44,admin.,single,high.school,no,yes,no,cellular,apr,thu,804,failure,1,2,no
55,admin.,married,university.degree,no,yes,no,cellular,apr,thu,211,nonexistent,0,3,no
36,admin.,single,university.degree,no,yes,no,cellular,apr,thu,274,nonexistent,0,2,no
31,admin.,married,high.school,no,yes,no,cellular,apr,thu,399,nonexistent,0,1,no
38,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,thu,691,nonexistent,0,1,no
28,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,344,nonexistent,0,1,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,nonexistent,0,3,yes
25,student,single,university.degree,no,no,no,cellular,apr,thu,539,nonexistent,0,1,no
40,services,married,high.school,no,no,no,cellular,apr,thu,161,nonexistent,0,1,yes
44,management,married,university.degree,no,yes,no,cellular,apr,thu,137,nonexistent,0,2,no
44,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,580,failure,1,1,no
50,services,single,basic.6y,unknown,no,no,cellular,apr,thu,119,success,1,1,no
45,services,divorced,basic.4y,no,no,no,cellular,apr,thu,296,nonexistent,0,1,no
40,management,married,basic.6y,no,yes,no,cellular,apr,thu,179,nonexistent,0,1,no
50,services,single,basic.6y,unknown,no,no,cellular,apr,thu,169,nonexistent,0,1,no
50,services,single,basic.6y,unknown,yes,no,cellular,apr,thu,429,nonexistent,0,1,no
28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,137,nonexistent,0,1,no
36,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,466,nonexistent,0,4,no
28,technician,married,basic.9y,no,no,no,cellular,apr,thu,263,nonexistent,0,1,no
28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,75,nonexistent,0,1,no
23,blue-collar,single,basic.4y,no,yes,no,telephone,apr,thu,287,nonexistent,0,1,no
43,management,married,university.degree,unknown,no,no,cellular,apr,thu,176,nonexistent,0,1,no
28,technician,married,basic.9y,no,no,no,cellular,apr,thu,442,nonexistent,0,1,no
44,blue-collar,married,basic.6y,no,yes,no,cellular,apr,thu,304,nonexistent,0,1,no
55,management,married,basic.4y,unknown,no,no,cellular,apr,thu,594,nonexistent,0,2,no
28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,772,nonexistent,0,1,no
30,services,married,high.school,no,no,no,cellular,apr,thu,647,failure,1,2,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,263,nonexistent,0,1,no
25,student,married,university.degree,no,yes,yes,telephone,apr,thu,127,nonexistent,0,7,no
47,entrepreneur,divorced,high.school,no,no,no,cellular,apr,thu,71,nonexistent,0,5,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,432,nonexistent,0,1,no
59,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,332,failure,1,2,no
45,blue-collar,married,unknown,no,no,no,cellular,apr,thu,829,nonexistent,0,1,no
45,blue-collar,married,unknown,no,yes,yes,cellular,apr,thu,614,failure,1,1,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,797,nonexistent,0,1,no
31,student,single,unknown,unknown,no,no,cellular,apr,thu,102,failure,1,1,no
29,blue-collar,single,basic.6y,no,yes,yes,cellular,apr,thu,1410,failure,1,1,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,944,failure,1,1,yes
31,student,single,unknown,unknown,no,yes,cellular,apr,thu,246,failure,1,1,no
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,234,failure,1,1,no
26,student,single,university.degree,no,no,yes,cellular,apr,thu,551,nonexistent,0,2,yes
31,student,single,unknown,unknown,yes,no,cellular,apr,thu,427,failure,1,1,no
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,340,failure,1,1,no
42,blue-collar,married,basic.4y,no,no,yes,cellular,apr,thu,579,nonexistent,0,3,no
47,services,married,basic.9y,no,yes,no,cellular,apr,thu,561,nonexistent,0,3,no
31,student,single,unknown,unknown,yes,no,cellular,apr,thu,1156,failure,1,1,yes
